gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2812911184	338	95.27	1	338	1	338	0.0e+00	722	KO:K02525	LacI family transcriptional regulator, kdg operon repressor		Yes
2812911185	776	93.04	1	776	1	776	0.0e+00	1730	KO:K08351	biotin/methionine sulfoxide reductase [EC:1.-.-.-]	EC:1.-	Yes
2812911186	148	87.16	1	148	1	148	2.1e-98	317	KO:K03826	putative acetyltransferase [EC:2.3.1.-]	EC:2.3.1.-	Yes
2812911187	192	94.27	1	192	1	192	0.0e+00	435	KO:K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	EC:3.2.2.20	Yes
2812911189	400	91.25	1	400	1	400	0.0e+00	822	KO:K08177	MFS transporter, OFA family, oxalate/formate antiporter		Yes
2812911191	560	89.29	1	560	1	560	0.0e+00	1180	KO:K12975	KDO II ethanolaminephosphotransferase [EC:2.7.8.-]	EC:2.7.8.-	Yes
2812911194	535	98.69	1	535	1	535	0.0e+00	1240	KO:K12368	dipeptide transport system substrate-binding protein		Yes
2812911195	339	98.53	1	339	1	339	0.0e+00	756	KO:K12369	dipeptide transport system permease protein		Yes
2812911196	300	97.33	1	300	1	300	0.0e+00	665	KO:K12370	dipeptide transport system permease protein		Yes
2812911197	327	98.47	1	327	1	327	0.0e+00	726	KO:K12371	dipeptide transport system ATP-binding protein		Yes
2812911198	337	98.51	1	336	1	336	0.0e+00	762	KO:K12372	dipeptide transport system ATP-binding protein		Yes
2812911201	704	91.87	1	701	1	701	0.0e+00	1500	KO:K00694	cellulose synthase (UDP-forming) [EC:2.4.1.12]	EC:2.4.1.12	Yes
2812911205	331	85.5	1	331	1	331	0.0e+00	690	KO:K01179	endoglucanase [EC:3.2.1.4]	EC:3.2.1.4	Yes
2812911211	867	94	1	867	1	867	0.0e+00	1930	KO:K00694	cellulose synthase (UDP-forming) [EC:2.4.1.12]	EC:2.4.1.12	Yes
2812911213	368	82.07	1	368	1	368	0.0e+00	737	KO:K01179	endoglucanase [EC:3.2.1.4]	EC:3.2.1.4	Yes
2812911216	428	95.79	1	428	1	428	0.0e+00	897	KO:K11103	aerobic C4-dicarboxylate transport protein		Yes
2812911218	311	96.44	1	309	1	309	0.0e+00	679	KO:K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	EC:2.7.1.45	Yes
2812911220	684	89.62	1	684	1	684	0.0e+00	1440	KO:K07290	AsmA family protein		Yes
2812911222	343	87.46	1	343	1	343	0.0e+00	701	KO:K07058	membrane protein		Yes
2812911228	549	93.44	1	549	1	549	0.0e+00	1240	KO:K01194	alpha,alpha-trehalase [EC:3.2.1.28]	EC:3.2.1.28	Yes
2812911230	360	92.78	1	360	1	360	0.0e+00	800	KO:K10536	agmatine deiminase [EC:3.5.3.12]	EC:3.5.3.12	Yes
2812911231	294	95.24	1	294	1	294	0.0e+00	660	KO:K12251	N-carbamoylputrescine amidase [EC:3.5.1.53]	EC:3.5.1.53	Yes
2812911233	201	67.68	1	198	1	198	1.6e-94	312	KO:K15634	probable phosphoglycerate mutase [EC:5.4.2.12]	EC:5.4.2.12	Yes
2812911234	450	96.44	1	450	1	450	0.0e+00	1010	KO:K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	EC:1.8.1.7	Yes
2812911235	280	94.29	1	280	1	280	0.0e+00	621	KO:K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	EC:2.1.1.266	Yes
2812911237	680	96.47	1	680	1	680	0.0e+00	1550	KO:K01414	oligopeptidase A [EC:3.4.24.70]	EC:3.4.24.70	Yes
2812911238	250	97.2	1	250	1	250	0.0e+00	551	KO:K15984	16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]	EC:2.1.1.242	Yes
2812911239	145	100	1	145	1	145	9.9e-103	329	KO:K06149	universal stress protein A		Yes
2812911240	112	93.75	1	112	1	112	9.7e-79	258	KO:K06144	universal stress protein B		Yes
2812911241	498	94.78	1	498	1	498	0.0e+00	1070	KO:K16322	low-affinity inorganic phosphate transporter		Yes
2812911242	396	93.16	1	395	1	395	0.0e+00	859	KO:K07007	uncharacterized protein		Yes
2812911245	369	87.53	1	369	1	369	0.0e+00	760	KO:K00831	phosphoserine aminotransferase [EC:2.6.1.52]	EC:2.6.1.52	Yes
2812911247	640	90.64	1	640	1	641	0.0e+00	1370	KO:K11904	type VI secretion system secreted protein VgrG		Yes
2812911253	325	90.15	1	325	1	325	0.0e+00	661	KO:K07088	uncharacterized protein		Yes
2812911256	297	78.12	10	297	10	297	0.0e+00	519	KO:K02030	polar amino acid transport system substrate-binding protein		Yes
2812911257	308	87.32	9	284	7	282	0.0e+00	546	KO:K02029	polar amino acid transport system permease protein		Yes
2812911258	253	81.03	1	253	1	253	0.0e+00	469	KO:K02028	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	EC:3.6.3.21	Yes
2812911259	758	73.08	4	757	6	759	0.0e+00	1320	KO:K08351	biotin/methionine sulfoxide reductase [EC:1.-.-.-]	EC:1.-	Yes
2812911263	455	72.79	1	452	1	452	0.0e+00	747	KO:K01756	adenylosuccinate lyase [EC:4.3.2.2]	EC:4.3.2.2	Yes
2812911264	363	56.02	1	357	1	357	0.0e+00	466	KO:K00005	glycerol dehydrogenase [EC:1.1.1.6]	EC:1.1.1.6	Yes
2812911264	363	56.02	1	357	1	357	0.0e+00	466	KO:K08317	uncharacterized oxidoreductase [EC:1.1.-.-]	EC:1.1.-	Yes
2812911265	132	91.67	1	132	1	132	5.0e-87	283	KO:K07722	CopG family transcriptional regulator, nickel-responsive regulator		Yes
2812911266	261	77.78	1	261	1	261	0.0e+00	456	KO:K10824	nickel transport system ATP-binding protein [EC:3.6.3.24]	EC:3.6.3.24	Yes
2812911267	254	81.89	1	254	1	254	0.0e+00	466	KO:K15587	nickel transport system ATP-binding protein [EC:3.6.3.24]	EC:3.6.3.24	Yes
2812911268	277	92.42	1	277	1	277	0.0e+00	598	KO:K15586	nickel transport system permease protein		Yes
2812911269	313	92.97	1	313	1	313	0.0e+00	673	KO:K15585	nickel transport system permease protein		Yes
2812911270	522	86.78	1	521	1	522	0.0e+00	1060	KO:K15584	nickel transport system substrate-binding protein		Yes
2812911273	168	95.83	1	168	1	168	5.6e-124	392	KO:K13727	phenolic acid decarboxylase [EC:4.1.1.-]	EC:4.1.1.-	Yes
2812911274	378	96.56	1	378	1	378	0.0e+00	847	KO:K07806	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]	EC:2.6.1.87	Yes
2812911275	327	94.5	1	327	1	327	0.0e+00	696	KO:K10012	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]	EC:2.4.2.53	Yes
2812911276	659	96.05	1	659	1	659	0.0e+00	1470	KO:K10011	UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]	EC:1.1.1.305	Yes
2812911276	659	96.05	1	659	1	659	0.0e+00	1470	KO:K10011	UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]	EC:2.1.2.13	Yes
2812911277	300	86.29	1	299	1	299	0.0e+00	624	KO:K13014	undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]	EC:3.5.1.-	Yes
2812911278	552	87.68	1	552	1	552	0.0e+00	1170	KO:K07264	4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]	EC:2.4.2.43	Yes
2812911279	112	82.88	1	111	1	111	2.2e-64	217	KO:K12962	undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE		Yes
2812911280	133	82.68	1	127	1	127	1.0e-73	246	KO:K12963	undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnF		Yes
2812911281	195	67.72	1	189	1	189	7.8e-94	309	KO:K06133	4'-phosphopantetheinyl transferase [EC:2.7.8.-]	EC:2.7.8.-	Yes
2812911282	409	93.15	1	409	1	409	0.0e+00	886	KO:K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	EC:2.3.1.179	Yes
2812911283	243	89.71	1	243	1	243	0.0e+00	492	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2812911285	389	79.38	1	388	1	388	0.0e+00	707	KO:K00647	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	EC:2.3.1.41	Yes
2812911289	140	91.43	1	140	1	140	8.2e-95	306	KO:K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	EC:3.1.2.-	Yes
2812911294	83	91.46	1	82	1	82	1.4e-48	170	KO:K02078	acyl carrier protein		Yes
2812911295	85	89.41	1	85	2	86	2.4e-48	169	KO:K02078	acyl carrier protein		Yes
2812911303	221	96.38	1	221	1	221	0.0e+00	487	KO:K09125	uncharacterized protein		Yes
2812911304	81	96.3	1	81	3	83	1.5e-54	186	KO:K04085	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	EC:2.8.1.-	Yes
2812911305	738	86.6	1	738	1	738	0.0e+00	1400	KO:K01534	Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]	EC:3.6.3.3	Yes
2812911305	738	86.6	1	738	1	738	0.0e+00	1400	KO:K01534	Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]	EC:3.6.3.5	Yes
2812911308	91	92.31	1	91	1	91	2.4e-58	197	KO:K08993	putative membrane protein		Yes
2812911309	208	93.24	2	208	1	206	0.0e+00	442	KO:K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	EC:2.1.1.171	Yes
2812911310	456	91.89	1	456	1	456	0.0e+00	933	KO:K03110	fused signal recognition particle receptor		Yes
2812911311	222	97.75	1	222	1	222	0.0e+00	489	KO:K09812	cell division transport system ATP-binding protein		Yes
2812911312	352	95.17	1	352	1	352	0.0e+00	755	KO:K09811	cell division transport system permease protein		Yes
2812911313	285	98.25	1	285	1	285	0.0e+00	634	KO:K03089	RNA polymerase sigma-32 factor		Yes
2812911314	497	85.68	1	482	1	482	0.0e+00	928	KO:K00375	GntR family transcriptional regulator / MocR family aminotransferase		Yes
2812911315	421	94.29	1	420	1	420	0.0e+00	908	KO:K00823	4-aminobutyrate aminotransferase [EC:2.6.1.19]	EC:2.6.1.19	Yes
2812911316	365	97.26	1	365	1	365	0.0e+00	814	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2812911318	369	95.93	1	369	1	369	0.0e+00	815	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2812911319	308	98.05	1	308	1	308	0.0e+00	667	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2812911320	425	96.94	1	425	1	425	0.0e+00	927	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2812911321	255	97.65	1	255	1	255	0.0e+00	566	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2812911322	237	96.2	1	237	1	237	0.0e+00	514	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2812911323	438	96.8	1	438	1	438	0.0e+00	1000	KO:K05813	sn-glycerol 3-phosphate transport system substrate-binding protein		Yes
2812911324	295	95.25	1	295	1	295	0.0e+00	648	KO:K05814	sn-glycerol 3-phosphate transport system permease protein		Yes
2812911325	281	95.02	1	281	1	281	0.0e+00	611	KO:K05815	sn-glycerol 3-phosphate transport system permease protein		Yes
2812911326	357	96.08	1	357	63	419	0.0e+00	784	KO:K05816	sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]	EC:3.6.3.20	Yes
2812911327	246	95.93	1	246	1	246	0.0e+00	558	KO:K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	EC:3.1.4.46	Yes
2812911329	586	95.56	1	586	1	586	0.0e+00	1290	KO:K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	EC:2.3.2.2	Yes
2812911329	586	95.56	1	586	1	586	0.0e+00	1290	KO:K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	EC:3.4.19.13	Yes
2812911330	163	95.06	1	162	1	162	1.2e-112	359	KO:K03825	putative acetyltransferase [EC:2.3.1.-]	EC:2.3.1.-	Yes
2812911333	231	95.24	1	231	1	231	0.0e+00	523	KO:K06911	uncharacterized protein		Yes
2812911334	331	95.77	1	331	1	331	0.0e+00	716	KO:K06145	LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor		Yes
2812911335	177	94.8	1	173	1	173	3.1e-119	379	KO:K00851	gluconokinase [EC:2.7.1.12]	EC:2.7.1.12	Yes
2812911336	446	97.98	1	446	1	446	0.0e+00	976	KO:K06156	Gnt-I system low-affinity gluconate transporter		Yes
2812911338	368	97.55	1	368	1	368	0.0e+00	826	KO:K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	EC:1.2.1.11	Yes
2812911339	728	94.37	1	728	1	728	0.0e+00	1700	KO:K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	EC:2.4.1.18	Yes
2812911340	658	84.65	1	658	1	658	0.0e+00	1370	KO:K02438	glycogen operon protein [EC:3.2.1.-]	EC:3.2.1.-	Yes
2812911341	427	95.31	1	426	1	426	0.0e+00	961	KO:K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	EC:2.7.7.27	Yes
2812911342	477	96.44	1	477	1	477	0.0e+00	1070	KO:K00703	starch synthase [EC:2.4.1.21]	EC:2.4.1.21	Yes
2812911343	815	95.58	1	815	1	815	0.0e+00	1810	KO:K00688	starch phosphorylase [EC:2.4.1.1]	EC:2.4.1.1	Yes
2812911344	501	94.81	1	501	1	501	0.0e+00	1130	KO:K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	EC:1.1.5.3	Yes
2812911345	109	94.5	1	109	1	109	3.0e-78	256	KO:K02439	thiosulfate sulfurtransferase [EC:2.8.1.1]	EC:2.8.1.1	Yes
2812911346	276	88.04	1	276	1	276	0.0e+00	592	KO:K02441	GlpG protein		Yes
2812911347	252	95.24	1	252	1	252	0.0e+00	540	KO:K02444	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor		Yes
2812911348	901	97.23	1	901	1	901	0.0e+00	2010	KO:K03556	LuxR family transcriptional regulator, maltose regulon positive regulatory protein		Yes
2812911349	797	95.23	1	797	1	797	0.0e+00	1780	KO:K00688	starch phosphorylase [EC:2.4.1.1]	EC:2.4.1.1	Yes
2812911350	695	87.91	1	695	1	695	0.0e+00	1480	KO:K00705	4-alpha-glucanotransferase [EC:2.4.1.25]	EC:2.4.1.25	Yes
2812911351	438	97.95	1	438	1	438	0.0e+00	954	KO:K06155	Gnt-I system high-affinity gluconate transporter		Yes
2812911352	191	98.43	1	191	1	191	0.0e+00	434	KO:K07400	Fe/S biogenesis protein NfuA		Yes
2812911354	256	85.55	1	256	1	256	0.0e+00	522	KO:K02170	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	EC:3.1.1.85	Yes
2812911355	79	82.05	1	78	1	78	3.7e-45	160	KO:K07490	ferrous iron transport protein C		Yes
2812911356	772	93.13	1	772	1	772	0.0e+00	1630	KO:K04759	ferrous iron transport protein B		Yes
2812911357	75	94.67	1	75	1	75	4.9e-47	164	KO:K04758	ferrous iron transport protein A		Yes
2812911358	779	96.41	1	779	1	779	0.0e+00	1690	KO:K06959	protein Tex		Yes
2812911359	157	98.09	1	157	1	157	1.9e-114	363	KO:K04760	transcription elongation factor GreB		Yes
2812911360	239	84.52	1	239	1	239	0.0e+00	468	KO:K07659	two-component system, OmpR family, phosphate regulon response regulator OmpR		Yes
2812911361	450	96.44	1	450	1	450	0.0e+00	987	KO:K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	EC:2.7.13.3	Yes
2812911362	539	95.55	1	539	1	539	0.0e+00	1210	KO:K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	EC:4.1.1.49	Yes
2812911363	292	95.55	1	292	1	292	0.0e+00	650	KO:K04083	molecular chaperone Hsp33		Yes
2812911364	133	91.73	1	133	1	133	1.2e-88	288	KO:K04762	ribosome-associated heat shock protein Hsp15		Yes
2812911365	225	95.11	1	225	1	225	0.0e+00	508	KO:K07025	putative hydrolase of the HAD superfamily		Yes
2812911367	186	98.39	1	186	1	186	0.0e+00	418	KO:K08312	ADP-ribose diphosphatase [EC:3.6.1.-]	EC:3.6.1.-	Yes
2812911368	850	95.41	1	850	1	850	0.0e+00	1880	KO:K05366	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	EC:2.4.1.-	Yes
2812911368	850	95.41	1	850	1	850	0.0e+00	1880	KO:K05366	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	EC:3.4.-	Yes
2812911369	261	83.52	1	261	1	261	0.0e+00	531	KO:K12288	pilus assembly protein HofM		Yes
2812911370	178	58.48	4	174	5	175	5.7e-68	235	KO:K12289	pilus assembly protein HofN		Yes
2812911372	410	79.32	1	410	1	411	0.0e+00	729	KO:K02507	protein transport protein HofQ		Yes
2812911373	173	89.02	1	173	1	173	1.6e-107	346	KO:K00891	shikimate kinase [EC:2.7.1.71]	EC:2.7.1.71	Yes
2812911374	362	98.34	1	362	1	362	0.0e+00	804	KO:K01735	3-dehydroquinate synthase [EC:4.2.3.4]	EC:4.2.3.4	Yes
2812911375	426	78.1	1	426	1	439	0.0e+00	749	KO:K03112	DamX protein		Yes
2812911376	273	95.94	1	271	1	271	0.0e+00	615	KO:K06223	DNA adenine methylase [EC:2.1.1.72]	EC:2.1.1.72	Yes
2812911377	225	96	1	225	1	225	0.0e+00	494	KO:K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	EC:5.1.3.1	Yes
2812911378	252	90.87	1	252	1	252	0.0e+00	529	KO:K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	EC:3.1.3.18	Yes
2812911379	334	98.5	1	334	1	334	0.0e+00	754	KO:K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	EC:6.1.1.2	Yes
2812911380	454	93.17	1	454	1	454	0.0e+00	954	KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	EC:1.3.1.76	Yes
2812911380	454	93.17	1	454	1	454	0.0e+00	954	KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	EC:2.1.1.107	Yes
2812911380	454	93.17	1	454	1	454	0.0e+00	954	KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	EC:4.99.1.4	Yes
2812911381	108	89.81	1	108	1	108	4.7e-72	238	KO:K00363	nitrite reductase (NADH) small subunit [EC:1.7.1.15]	EC:1.7.1.15	Yes
2812911382	847	97.52	1	847	1	847	0.0e+00	1920	KO:K00362	nitrite reductase (NADH) large subunit [EC:1.7.1.15]	EC:1.7.1.15	Yes
2812911383	432	93.74	1	431	1	431	0.0e+00	954	KO:K01485	cytosine deaminase [EC:3.5.4.1]	EC:3.5.4.1	Yes
2812911384	190	97.37	1	190	1	190	0.0e+00	423	KO:K03767	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	EC:5.2.1.8	Yes
2812911386	200	87.5	1	200	1	200	0.0e+00	425	KO:K04095	cell filamentation protein		Yes
2812911387	187	89.3	1	187	1	187	2.8e-127	404	KO:K01664	para-aminobenzoate synthetase component II [EC:2.6.1.85]	EC:2.6.1.85	Yes
2812911388	406	93.6	1	406	1	406	0.0e+00	886	KO:K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	EC:2.6.1.11	Yes
2812911388	406	93.6	1	406	1	406	0.0e+00	886	KO:K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	EC:2.6.1.17	Yes
2812911390	210	100	1	210	1	210	0.0e+00	477	KO:K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein		Yes
2812911391	134	99.25	1	134	1	134	3.0e-93	301	KO:K07397	putative redox protein		Yes
2812911392	289	96.89	1	289	1	289	0.0e+00	659	KO:K00855	phosphoribulokinase [EC:2.7.1.19]	EC:2.7.1.19	Yes
2812911393	72	97.18	1	71	1	71	2.2e-46	162	KO:K09898	uncharacterized protein		Yes
2812911394	339	93.75	1	336	1	336	0.0e+00	761	KO:K07019	uncharacterized protein		Yes
2812911398	286	91.26	1	286	1	286	0.0e+00	581	KO:K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	EC:2.7.6.1	Yes
2812911399	496	95.56	1	496	1	496	0.0e+00	1120	KO:K03462	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	EC:2.4.2.12	Yes
2812911400	551	99.09	1	551	1	551	0.0e+00	1250	KO:K13929	malonate decarboxylase alpha subunit [EC:2.3.1.187]	EC:2.3.1.187	Yes
2812911401	285	88.42	1	285	1	285	0.0e+00	561	KO:K13930	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	EC:2.4.2.52	Yes
2812911402	99	96.97	1	99	1	99	9.0e-65	216	KO:K13931	malonate decarboxylase delta subunit		Yes
2812911403	278	96.04	1	278	1	278	0.0e+00	606	KO:K13932	malonate decarboxylase beta subunit [EC:4.1.1.87]	EC:4.1.1.87	Yes
2812911404	266	95.49	1	266	1	266	0.0e+00	566	KO:K13933	malonate decarboxylase gamma subunit [EC:4.1.1.87]	EC:4.1.1.87	Yes
2812911405	319	96.87	1	319	1	319	0.0e+00	674	KO:K13936	malonate transporter		Yes
2812911406	205	86.27	1	204	1	204	0.0e+00	422	KO:K13934	phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]	EC:2.7.7.66	Yes
2812911407	298	85.52	1	297	1	297	0.0e+00	577	KO:K13935	malonate decarboxylase epsilon subunit [EC:2.3.1.39]	EC:2.3.1.39	Yes
2812911408	310	91.91	1	309	1	309	0.0e+00	640	KO:K13928	LysR family transcriptional regulator, malonate utilization transcriptional regulator		Yes
2812911409	634	96.06	1	634	1	634	0.0e+00	1390	KO:K06158	ATP-binding cassette, subfamily F, member 3		Yes
2812911410	183	97.27	1	183	1	183	0.0e+00	422	KO:K11748	glutathione-regulated potassium-efflux system ancillary protein KefG		Yes
2812911411	601	97	1	601	1	601	0.0e+00	1290	KO:K11747	glutathione-regulated potassium-efflux system protein KefB		Yes
2812911412	66	95.45	1	66	1	66	9.5e-45	157	KO:K07070	uncharacterized protein		Yes
2812911413	195	99.49	1	195	1	195	0.0e+00	476	KO:K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	EC:5.2.1.8	Yes
2812911414	72	97.22	1	72	1	72	2.7e-45	159	KO:K03745	SlyX protein		Yes
2812911415	289	94.83	1	289	1	290	0.0e+00	604	KO:K03772	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	EC:5.2.1.8	Yes
2812911417	128	91.41	1	128	1	128	4.2e-81	266	KO:K07235	tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	EC:2.8.1.-	Yes
2812911418	119	91.6	1	119	1	119	1.8e-76	252	KO:K07236	tRNA 2-thiouridine synthesizing protein C		Yes
2812911419	95	78.95	1	95	1	95	3.1e-51	179	KO:K07237	tRNA 2-thiouridine synthesizing protein B		Yes
2812911420	124	96.77	1	124	1	124	1.6e-86	281	KO:K02950	small subunit ribosomal protein S12		Yes
2812911421	156	88.46	1	156	1	156	3.6e-98	318	KO:K02992	small subunit ribosomal protein S7		Yes
2812911422	704	98.86	1	704	1	704	0.0e+00	1590	KO:K02355	elongation factor G		Yes
2812911423	394	99.75	1	394	1	394	0.0e+00	898	KO:K02358	elongation factor Tu		Yes
2812911424	64	90.62	1	64	1	64	1.0e-41	148	KO:K02192	bacterioferritin-associated ferredoxin		Yes
2812911425	158	96.84	1	158	1	158	3.3e-110	352	KO:K03594	bacterioferritin [EC:1.16.3.1]	EC:1.16.3.1	Yes
2812911426	149	65.07	2	147	4	149	1.7e-70	238	KO:K02506	leader peptidase HopD [EC:3.4.23.43]	EC:3.4.23.43	Yes
2812911427	103	98.06	1	103	1	103	1.6e-68	228	KO:K02946	small subunit ribosomal protein S10		Yes
2812911428	209	84.69	1	209	1	208	2.5e-128	408	KO:K02906	large subunit ribosomal protein L3		Yes
2812911429	201	100	1	201	1	201	0.0e+00	441	KO:K02926	large subunit ribosomal protein L4		Yes
2812911430	100	84	1	100	1	100	5.4e-54	187	KO:K02892	large subunit ribosomal protein L23		Yes
2812911431	273	91.58	1	273	1	273	0.0e+00	594	KO:K02886	large subunit ribosomal protein L2		Yes
2812911432	92	97.83	1	92	1	92	4.3e-64	214	KO:K02965	small subunit ribosomal protein S19		Yes
2812911433	110	93.64	1	110	1	110	3.9e-69	230	KO:K02890	large subunit ribosomal protein L22		Yes
2812911434	233	100	1	233	1	233	0.0e+00	525	KO:K02982	small subunit ribosomal protein S3		Yes
2812911435	136	100	1	136	1	136	1.5e-96	310	KO:K02878	large subunit ribosomal protein L16		Yes
2812911436	63	90.48	1	63	1	63	6.2e-34	126	KO:K02904	large subunit ribosomal protein L29		Yes
2812911437	84	100	1	84	1	84	2.1e-57	194	KO:K02961	small subunit ribosomal protein S17		Yes
2812911438	123	93.5	1	123	1	123	2.9e-79	260	KO:K02874	large subunit ribosomal protein L14		Yes
2812911439	104	87.5	1	104	1	104	3.8e-61	207	KO:K02895	large subunit ribosomal protein L24		Yes
2812911440	179	88.27	1	179	1	179	1.1e-116	372	KO:K02931	large subunit ribosomal protein L5		Yes
2812911441	101	100	1	101	1	101	4.6e-69	229	KO:K02954	small subunit ribosomal protein S14		Yes
2812911442	130	98.46	1	130	1	130	3.1e-87	284	KO:K02994	small subunit ribosomal protein S8		Yes
2812911443	177	96.61	1	177	1	177	1.3e-123	392	KO:K02933	large subunit ribosomal protein L6		Yes
2812911444	117	99.15	1	117	1	117	5.4e-77	253	KO:K02881	large subunit ribosomal protein L18		Yes
2812911445	166	100	1	166	1	166	2.0e-116	370	KO:K02988	small subunit ribosomal protein S5		Yes
2812911446	59	89.83	1	59	1	59	7.6e-33	122	KO:K02907	large subunit ribosomal protein L30		Yes
2812911447	144	100	1	144	1	144	3.4e-99	319	KO:K02876	large subunit ribosomal protein L15		Yes
2812911448	443	100	1	443	1	443	0.0e+00	987	KO:K03076	preprotein translocase subunit SecY		Yes
